รหัสเจ้าของสินค้า,ชื่อเจ้าของสินค้า,รหัสศูนย์ฯ,ชื่อศูนย์ฯ,รหัสกลุ่มเวนเดอร์,ชื่อกลุ่มเวนเดอร์,คลัง,รหัสสินค้า,ชื่อสินค้า,มาตรฐาน,ชื่อสินค้า2,ชื่อสินค้า3,รหัสUPC,จำนวนบรรจุ(พาเลท),จำนวนบรรจุ(เคส),จำนวนบรรจุ(แพ็ค),ที่เก็บ,สถานะสต๊อก,ประเภทวันที่ควบคุม,วันที่ควบคุม,วันเข้าคลัง,เลขที่ควบคุม,ยอดสต๊อก(พาเลท),ชื่อหน่วย(พาเลท),ยอดสต๊อก(เคส),ชื่อหน่วย(เคส),ยอดสต๊อก(แพ็ค),ชื่อหน่วย(แพ็ค),ยอดสต๊อก(ชิ้น),ชื่อหน่วย,ยอดสต๊อก(ชิ้นรวม),ยอดใช้ได้(พาเลท),ยอดใช้ได้(เคส),ยอดใช้ได้(แพ็ค),ยอดใช้ได้(ชิ้น),ยอดใช้ได้(รวมชิ้น),ยอดจองเพื่อเติม(พาเลท),ยอดจองเพื่อเติม(เคส),ยอดจองเพื่อเติม(แพ็ค),ยอดจองเพื่อเติม(ชิ้น),ยอดจองเพื่อเติม(ชิ้นรวม),ยอดจอง(พาเลท),ยอดจอง(เคส),ยอดจอง(แพ็ค),ยอดจอง(ชิ้น),ยอดจอง(รวมชิ้น),เวลาบันทึก,ผู้บันทึก,เวลาอัปเดต,ผู้อัปเดต
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT9556MA072977,SM 9556 M 0.7MM 4x8,,,,HT9556MA072977,1,1,1,I-011,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,4,Pcs,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2025/04/02 08:55:59,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07928UN082977D,AP 7928 UN 0.8MM 4x8,,,,A07928UN082977D,1,1,1,J-002,Good,,,2024/07/11,REC202400711,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2024/07/11 10:33:50,DD Service＆Transport,2025/12/02 17:30:03,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07928UN082977D,AP 7928 UN 0.8MM 4x8,,,,A07928UN082977D,1,1,1,J-002,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/11 10:02:52,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A05486NT082977D,AP 5486 NT 0.8MM 4x8,,,,A05486NT082977D,1,1,1,J-003,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/10/16 15:42:28,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A06445LM082977D,AP 6445 LM 0.8MM 4x8,,,,A06445LM082977D,1,1,1,J-004,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/06/05 11:18:21,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A06445LM082977D,AP 6445 LM 0.8MM 4x8,,,,A06445LM082977D,1,1,1,J-004,Good,,,2025/10/20,REC20251020,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/10/20 18:19:12,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09005UN082977D,AP 9005 UN 0.8MM 4x8,,,,A09005UN082977D,1,1,1,J-005,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,9,PCS,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/10/03 14:35:41,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09005UN082977D,AP 9005 UN 0.8MM 4x8,,,,A09005UN082977D,1,1,1,J-005,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/11 10:06:54,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A08836NT082977D,AP 8836 NT 0.8MM 4x8,,,,A08836NT082977D,1,1,1,J-006,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/12/03 11:12:10,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A08836NT082977D,AP 8836 NT 0.8MM 4x8,,,,A08836NT082977D,1,1,1,J-006,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/11 10:04:29,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT6868MA072977,SM 6868 M 0.7MM 4x8,,,,HT6868MA072977,1,1,1,J-009,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,16,Pcs,16,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,2025/04/02 08:53:01,DD Service＆Transport,2025/11/10 14:22:25,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT6868MA072977,SM 6868 M 0.7MM 4x8,,,,HT6868MA072977,1,1,1,J-009,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,13,Pcs,13,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:12:38,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT5804MA072977,SM 5804 M 0.7MM 4x8,,,,HT5804MA072977,1,1,1,J-010,Good,,,2025/09/05,REC20250905,0,Unit1,0,Unit2,0,Unit3,34,Pcs,34,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,2025/09/05 11:03:32,DD Service＆Transport,2025/11/12 11:41:52,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT5075MA072977,SM 5075 M 0.7MM 4x8,,,,HT5075MA072977,1,1,1,J-011,Good,,,2024/08/27,REC20240827,0,Unit1,0,Unit2,0,Unit3,22,Pcs,22,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,2024/08/27 05:41:58,DD Service＆Transport,2025/10/06 11:35:12,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT5075MA072977,SM 5075 M 0.7MM 4x8,,,,HT5075MA072977,1,1,1,J-011,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,10,Pcs,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2025/04/02 08:50:59,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07392NT082977D,AP 7392 NT 0.8MM 4x8 D,,,,A07392NT082977D,1,1,1,K-001,Good,,,2025/08/27,REC20250827,0,พาเลท,0,เคส,0,แพ็ค,54,ชิ้น,54,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,2025/08/27 06:16:58,DD Service＆Transport,2025/11/13 14:27:57,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07393NT082977D,AP 7393 NT 0.8MM 4x8 D,,,,A07393NT082977D,1,1,1,K-002,Good,,,2025/11/26,REC20251126001,0,พาเลท,0,เคส,0,แพ็ค,18,ชิ้น,18,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:09:15,DD Service＆Transport,2025/12/04 15:24:35,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07391NT082977D,AP 7391 NT 0.8MM 4x8 D,,,,A07391NT082977D,1,1,1,K-003,Good,,,2025/11/26,REC20251126001,0,พาเลท,0,เคส,0,แพ็ค,20,ชิ้น,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/11/26 17:09:06,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A01994UN082977D,AP 1994 UN 0.8MM 4x8,,,,A01994UN082977D,1,1,1,K-004,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,14,PCS,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,2025/04/02 15:59:28,DD Service＆Transport,2025/06/27 10:32:13,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A08843D8082977D,AP 8843 D8 0.8MM 4x8,,,,A08843D8082977D,1,1,1,K-005,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,14,PCS,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,2025/06/05 11:18:21,DD Service＆Transport,2025/07/11 17:58:16,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09312NG082977D,AP 9312 NG 0.8MM 4x8 D,,,,A09312NG082977D,1,1,1,K-007,Good,,,2025/08/27,REC20250827,0,พาเลท,0,เคส,0,แพ็ค,30,ชิ้น,30,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,2025/08/27 13:21:44,DD Service＆Transport,2025/09/15 10:52:43,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A09312NG082977D,AP 9312 NG 0.8MM 4x8 D,,,,A09312NG082977D,1,1,1,K-007,Good,,,2025/10/20,REC20251020,0,พาเลท,0,เคส,0,แพ็ค,40,ชิ้น,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2025/10/20 04:36:56,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,008818SD082977N,PP 8818 SD 0.8MM 4x8 N,,,,008818SD082977N,1,1,1,K-008,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,11,PCS,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,2025/06/05 11:18:21,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07938UN082977D,AP 7938 UN 0.8MM 4x8,,,,A07938UN082977D,1,1,1,K-009,Good,,,2024/11/26,REC20241126,0,Unit1,0,Unit2,0,Unit3,3,PCS,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2024/11/26 13:56:57,DD Service＆Transport,2025/08/25 15:48:35,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07938UN082977D,AP 7938 UN 0.8MM 4x8,,,,A07938UN082977D,1,1,1,K-009,Good,,,2025/10/20,REC20251020,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2025/10/20 18:19:12,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT8647NC072977,SM 8647 NC 0.7MM 4x8,,,,HT8647NC072977,1,1,1,K-010,Good,,,2025/09/05,REC20250905,0,พาเลท,0,เคส,0,แพ็ค,40,ชิ้น,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2025/09/05 11:05:37,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07463UN082977D,AP 7463 UN 0.8MM 4x8 (0463),,,,A07463UN082977D,1,1,1,K-011,Good,,,2025/07/08,REC20250708,0,Unit1,0,Unit2,0,Unit3,8,Pcs,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,2025/07/08 06:37:31,DD Service＆Transport,2025/07/23 18:37:11,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07463UN082977D,AP 7463 UN 0.8MM 4x8 (0463),,,,A07463UN082977D,1,1,1,K-011,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,11,Pcs,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:29:45,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A03460AB082977E,AP 3460 AB 0.8MM 4x8 E,,,,A03460AB082977E,1,1,1,L-002,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,101,PCS,101,0,0,0,101,101,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:29:07,DD Service＆Transport,2025/12/04 16:37:52,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT8298MA072977,SM 8298 M 0.7MM 4x8,,,,HT8298MA072977,1,1,1,L-003,Good,,,2024/08/27,REC20240827,0,Unit1,0,Unit2,0,Unit3,31,Pcs,31,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,2024/08/27 05:45:39,DD Service＆Transport,2025/07/17 11:37:37,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT8298MA072977,SM 8298 M 0.7MM 4x8,,,,HT8298MA072977,1,1,1,L-003,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,40,Pcs,40,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:33:47,DD Service＆Transport,2025/07/17 11:34:11,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00909UN082977E,AP 0909 UN 0.8MM 4x8 E,,,,A00909UN082977E,1,1,1,L-004,Good,,,2024/07/11,REC202400711,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2024/07/11 10:33:50,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00909UN082977E,AP 0909 UN 0.8MM 4x8 E,,,,A00909UN082977E,1,1,1,L-004,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,4,PCS,4,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:13,pakchong,2025/11/26 15:56:51,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00909UN082977E,AP 0909 UN 0.8MM 4x8 E,,,,A00909UN082977E,1,1,1,L-004,Good,,,2025/01/10,REC20250110,0,Unit1,0,Unit2,0,Unit3,27,PCS,27,0,0,0,27,27,0,0,0,0,0,0,0,0,0,0,2025/01/10 10:33:09,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A00909UN082977E,AP 0909 UN 0.8MM 4x8 E,,,,A00909UN082977E,1,1,1,L-004,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,14,PCS,14,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:27:36,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07912UN082977E,AP 7912 UN 0.8MM 4x8 E,,,,A07912UN082977E,1,1,1,L-005,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,9,PCS,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:07:48,DD Service＆Transport,2025/11/19 12:15:39,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07912UN082977E,AP 7912 UN 0.8MM 4x8 E,,,,A07912UN082977E,1,1,1,L-005,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,12,PCS,12,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:29:58,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07912UN082977E,AP 7912 UN 0.8MM 4x8 E,,,,A07912UN082977E,1,1,1,L-005,Good,,,2025/08/07,REC20250807,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2025/08/07 06:39:43,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,007377AB082977N,PP 7377 AB 0.8MM 4x8 N,,,,007377AB082977N,1,1,1,L-006,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/11/13 13:12:41,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,007377AB082977N,PP 7377 AB 0.8MM 4x8 N,,,,007377AB082977N,1,1,1,L-006,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2024/11/11 09:47:27,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,007377AB082977N,PP 7377 AB 0.8MM 4x8 N,,,,007377AB082977N,1,1,1,L-006,Good,,,2025/07/09,REC20250709,0,Unit1,0,Unit2,0,Unit3,11,PCS,11,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,2025/07/09 05:26:41,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A03200AB082977E,AP 3200 AB 0.8MM 4x8 E,,,,A03200AB082977E,1,1,1,L-007,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,20,PCS,20,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07394NG082977D,AP 7394 NG 0.8MM 4x8,,,,A07394NG082977D,1,1,1,L-008,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/05/13 14:15:56,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07394NG082977D,AP 7394 NG 0.8MM 4x8,,,,A07394NG082977D,1,1,1,L-008,Good,,,2024/11/11,REC20241111,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/11 10:00:16,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,A07929UN082977D,AP 7929 UN 0.8MM 4x8 (0929),,,,A07929UN082977D,1,1,1,L-009,Good,,,2025/06/05,REC20250605,0,Unit1,0,Unit2,0,Unit3,2,PCS,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2025/06/05 04:08:17,DD Service＆Transport,2025/12/02 17:30:03,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT8647MA072977,SM 8647 M 0.7MM 4x8,,,,HT8647MA072977,1,1,1,L-011,Good,,,2024/08/27,REC20240827,0,Unit1,0,Unit2,0,Unit3,25,Pcs,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,2024/08/27 05:46:20,DD Service＆Transport,2025/09/23 16:03:13,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,HT8647MA072977,SM 8647 M 0.7MM 4x8,,,,HT8647MA072977,1,1,1,L-011,Good,,,2025/04/02,REC20250402,0,Unit1,0,Unit2,0,Unit3,10,Pcs,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2025/04/02 08:54:57,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,J00290000G09M1T,00291300x3050x0.9NTMBK,,,,J00290000G09M1T,1,1,1,M-001,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2024/12/02 12:19:56,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,J00290000G09M1T,00291300x3050x0.9NTMBK,,,,J00290000G09M1T,1,1,1,M-001,Good,,,2025/01/10,REC20250110,0,Unit1,0,Unit2,0,Unit3,7,PCS,7,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,2025/01/10 10:43:56,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,J00320000G09M1T,00321300x3050x0.9NTMBK,,,,J00320000G09M1T,1,1,1,M-001,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,J07170000G09M1T,07171300x3050x0.9NTMBK,,,,J07170000G09M1T,1,1,1,M-001,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,8,PCS,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2024/09/12 10:57:33,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,J07170000G09M1T,07171300x3050x0.9NTMBK,,,,J07170000G09M1T,1,1,1,M-001,Good,,,2024/11/26,REC20241126,0,Unit1,0,Unit2,0,Unit3,5,PCS,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/11/26 06:56:04,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,J07200000G09M1T,07201300x3050x0.9NTMBK,,,,J07200000G09M1T,1,1,1,M-001,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,8,PCS,8,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,2025/06/11 17:56:17,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,J07250000G09M1T,07251300x3050x0.9NTMBK,,,,J07250000G09M1T,1,1,1,M-001,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,PL0410,Pallet 4*10,,,,PL0410,1,1,1,M-001,Good,,,2024/02/12, ,0,Unit1,0,Unit2,0,Unit3,2,Pcs,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2024/02/12 05:33:08,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,J07180000G09M1T,07181300x3050x0.9NTMBK,,,,J07180000G09M1T,1,1,1,N-001,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,J07240000G09M1T,07241300x3050x0.9NTMBK,,,,J07240000G09M1T,1,1,1,N-001,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,J07490000G09M1T,07491300x3050x0.9NTMBK,,,,J07490000G09M1T,1,1,1,N-001,Good,,,2024/02/09,REC20240208001,0,Unit1,0,Unit2,0,Unit3,10,PCS,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,2024/02/09 13:36:14,pakchong,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,BB001,Big Box,,,,BB001,1,1,1,O-001,Good,,,2024/02/12, ,0,Unit1,0,Unit2,0,Unit3,48,Pcs,48,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,2024/02/12 05:29:17,DD Service＆Transport,2024/05/02 17:56:03,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,SB001,Small Box,,,,SB001,1,1,1,O-001,Good,,,2024/02/12, ,0,Unit1,0,Unit2,0,Unit3,47,Pcs,47,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,2024/02/12 05:33:39,DD Service＆Transport,2024/05/02 17:56:03,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,BC001,Big CAP,,,,BC001,1,1,1,P-001,Good,,,2024/02/12, ,0,Unit1,0,Unit2,0,Unit3,66,Pcs,66,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,2024/02/12 05:31:33,DD Service＆Transport,2024/10/29 18:18:58,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,PL0048,Pallet 4*8,,,,PL0048,1,1,1,P-001,Good,,,2024/02/12, ,0,Unit1,0,Unit2,0,Unit3,5,Pcs,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/02/12 05:32:33,DD Service＆Transport,2024/04/03 18:03:25,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,SC001,Small CAP,,,,SC001,1,1,1,P-001,Good,,,2024/02/12, ,0,Unit1,0,Unit2,0,Unit3,94,Pcs,94,0,0,0,94,94,0,0,0,0,0,0,0,0,0,0,2024/02/12 05:34:19,DD Service＆Transport,2024/05/02 17:56:03,DD Service＆Transport
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,TB090999048NU,TOP 0909UN/Lami. 4x8x4 mm.PW,,,,TB090999048NU,1,1,1,Q-001,Good,,,2024/05/20,REC20240520,0,Unit1,0,Unit2,0,Unit3,5,Pcs,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/05/20 08:41:23,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,TB092799048NU,TOP 0927UN/Lami. 4x8x4 mm. PW,,,,TB092799048NU,1,1,1,Q-001,Good,,,2024/05/20,REC20240520,0,Unit1,0,Unit2,0,Unit3,5,Pcs,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/05/20 08:41:09,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,TB104099048N,TOP 1040UN/Lami.4x8x4 mm. PW,,,,TB104099048N,1,1,1,Q-001,Good,,,2024/05/20,REC20240520,0,Unit1,0,Unit2,0,Unit3,5,Pcs,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/05/20 08:40:57,DD Service＆Transport,,
FMC,Formica,Suratthani,Suratthani DC,FMC,Formica,Suratthani,TB320099048N,TOP 3200UN/Lami. 4x8x4 mm.PW,,,,TB320099048N,1,1,1,Q-001,Good,,,2024/05/20,REC20240520,0,Unit1,0,Unit2,0,Unit3,5,Pcs,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2024/05/20 08:41:36,DD Service＆Transport,,
